date,score,country,term,translated_term,score_difference
2020-06-21,30,nl,takeaway,takeaway,4.0
2020-06-28,45,nl,takeaway,takeaway,19.0
2020-07-05,43,nl,takeaway,takeaway,23.0
2020-07-12,20,nl,takeaway,takeaway,-7.0
2020-07-19,33,nl,takeaway,takeaway,4.0
2020-07-26,27,nl,takeaway,takeaway,-12.0
2020-08-02,39,nl,takeaway,takeaway,14.0
2020-08-09,33,nl,takeaway,takeaway,3.0
2020-08-16,34,nl,takeaway,takeaway,10.0
2020-08-23,30,nl,takeaway,takeaway,0.0
2020-08-30,33,nl,takeaway,takeaway,9.0
2020-09-06,45,nl,takeaway,takeaway,21.0
2020-09-13,31,nl,takeaway,takeaway,13.0
2020-09-20,21,nl,takeaway,takeaway,-2.0
2020-09-27,32,nl,takeaway,takeaway,7.0
2020-10-04,38,nl,takeaway,takeaway,5.0
2020-10-11,78,nl,takeaway,takeaway,47.0
2020-10-18,100,nl,takeaway,takeaway,72.0
2020-10-25,99,nl,takeaway,takeaway,70.0
2020-11-01,91,nl,takeaway,takeaway,71.0
2018-11-04,47,uk,beans,bean,
2018-11-11,48,uk,beans,bean,
2018-11-18,50,uk,beans,bean,
2018-11-25,50,uk,beans,bean,
2018-12-02,49,uk,beans,bean,
2018-12-09,48,uk,beans,bean,
2018-12-16,39,uk,beans,bean,
2018-12-23,42,uk,beans,bean,
2018-12-30,54,uk,beans,bean,
2019-01-06,65,uk,beans,bean,
2019-01-13,62,uk,beans,bean,
2019-01-20,58,uk,beans,bean,
2019-01-27,57,uk,beans,bean,
2019-02-03,57,uk,beans,bean,
2019-02-10,60,uk,beans,bean,
2019-02-17,57,uk,beans,bean,
2019-02-24,54,uk,beans,bean,
2019-03-03,56,uk,beans,bean,
2019-03-10,53,uk,beans,bean,
2019-03-17,58,uk,beans,bean,
2019-03-24,59,uk,beans,bean,
2019-03-31,56,uk,beans,bean,
2019-04-07,57,uk,beans,bean,
2019-04-14,55,uk,beans,bean,
2019-04-21,55,uk,beans,bean,
2019-04-28,59,uk,beans,bean,
2019-05-05,59,uk,beans,bean,
2019-05-12,56,uk,beans,bean,
2019-05-19,57,uk,beans,bean,
2019-05-26,54,uk,beans,bean,
2019-06-02,55,uk,beans,bean,
2019-06-09,59,uk,beans,bean,
2019-06-16,57,uk,beans,bean,
2019-06-23,49,uk,beans,bean,
2019-06-30,53,uk,beans,bean,
2019-07-07,53,uk,beans,bean,
2019-07-14,53,uk,beans,bean,
2019-07-21,57,uk,beans,bean,
2019-07-28,58,uk,beans,bean,
2019-08-04,58,uk,beans,bean,
2019-08-11,60,uk,beans,bean,
2019-08-18,56,uk,beans,bean,
2019-08-25,60,uk,beans,bean,
2019-09-01,64,uk,beans,bean,
2019-09-08,61,uk,beans,bean,
2019-09-15,58,uk,beans,bean,
2019-09-22,61,uk,beans,bean,
2019-09-29,57,uk,beans,bean,
2019-10-06,57,uk,beans,bean,
2019-10-13,54,uk,beans,bean,
2019-10-20,54,uk,beans,bean,
2019-10-27,54,uk,beans,bean,
2019-11-03,53,uk,beans,bean,6.0
2019-11-10,56,uk,beans,bean,8.0
2019-11-17,53,uk,beans,bean,3.0
2019-11-24,60,uk,beans,bean,10.0
2019-12-01,53,uk,beans,bean,4.0
2019-12-08,48,uk,beans,bean,0.0
2019-12-15,47,uk,beans,bean,8.0
2019-12-22,42,uk,beans,bean,0.0
2019-12-29,52,uk,beans,bean,-2.0
2020-01-05,67,uk,beans,bean,2.0
2020-01-12,63,uk,beans,bean,1.0
2020-01-19,64,uk,beans,bean,6.0
2020-01-26,59,uk,beans,bean,2.0
2020-02-02,61,uk,beans,bean,4.0
2020-02-09,58,uk,beans,bean,-2.0
2020-02-16,56,uk,beans,bean,-1.0
2020-02-23,54,uk,beans,bean,0.0
2020-03-01,59,uk,beans,bean,3.0
2020-03-08,54,uk,beans,bean,1.0
2020-03-15,59,uk,beans,bean,1.0
2020-03-22,73,uk,beans,bean,14.0
2020-03-29,82,uk,beans,bean,26.0
2020-04-05,89,uk,beans,bean,32.0
2020-04-12,92,uk,beans,bean,37.0
2020-04-19,93,uk,beans,bean,38.0
2020-04-26,100,uk,beans,bean,41.0
2020-05-03,95,uk,beans,bean,36.0
2020-05-10,91,uk,beans,bean,35.0
2020-05-17,92,uk,beans,bean,35.0
2020-05-24,89,uk,beans,bean,35.0
2020-05-31,86,uk,beans,bean,31.0
2020-06-07,80,uk,beans,bean,21.0
2020-06-14,78,uk,beans,bean,21.0
2020-06-21,73,uk,beans,bean,24.0
2020-06-28,76,uk,beans,bean,23.0
2020-07-05,71,uk,beans,bean,18.0
2020-07-12,75,uk,beans,bean,22.0
2020-07-19,73,uk,beans,bean,16.0
2020-07-26,67,uk,beans,bean,9.0
2020-08-02,76,uk,beans,bean,18.0
2020-08-09,70,uk,beans,bean,10.0
2020-08-16,72,uk,beans,bean,16.0
2020-08-23,68,uk,beans,bean,8.0
2020-08-30,62,uk,beans,bean,-2.0
2020-09-06,62,uk,beans,bean,1.0
2020-09-13,65,uk,beans,bean,7.0
2020-09-20,65,uk,beans,bean,4.0
2020-09-27,63,uk,beans,bean,6.0
2020-10-04,60,uk,beans,bean,3.0
2020-10-11,59,uk,beans,bean,5.0
2020-10-18,60,uk,beans,bean,6.0
2020-10-25,62,uk,beans,bean,8.0
2020-11-01,57,uk,beans,bean,4.0
2018-11-04,65,ger,rice,rei,
2018-11-11,68,ger,rice,rei,
2018-11-18,65,ger,rice,rei,
2018-11-25,62,ger,rice,rei,
2018-12-02,57,ger,rice,rei,
2018-12-09,61,ger,rice,rei,
2018-12-16,57,ger,rice,rei,
2018-12-23,56,ger,rice,rei,
2018-12-30,82,ger,rice,rei,
2019-01-06,87,ger,rice,rei,
2019-01-13,83,ger,rice,rei,
2019-01-20,83,ger,rice,rei,
2019-01-27,79,ger,rice,rei,
2019-02-03,79,ger,rice,rei,
2019-02-10,79,ger,rice,rei,
2019-02-17,74,ger,rice,rei,
2019-02-24,71,ger,rice,rei,
2019-03-03,79,ger,rice,rei,
2019-03-10,79,ger,rice,rei,
2019-03-17,77,ger,rice,rei,
2019-03-24,72,ger,rice,rei,
2019-03-31,68,ger,rice,rei,
2019-04-07,69,ger,rice,rei,
2019-04-14,68,ger,rice,rei,
2019-04-21,58,ger,rice,rei,
2019-04-28,71,ger,rice,rei,
2019-05-05,72,ger,rice,rei,
2019-05-12,66,ger,rice,rei,
2019-05-19,72,ger,rice,rei,
2019-05-26,64,ger,rice,rei,
2019-06-02,66,ger,rice,rei,
2019-06-09,60,ger,rice,rei,
2019-06-16,64,ger,rice,rei,
2019-06-23,57,ger,rice,rei,
2019-06-30,62,ger,rice,rei,
2019-07-07,64,ger,rice,rei,
2019-07-14,65,ger,rice,rei,
2019-07-21,65,ger,rice,rei,
2019-07-28,71,ger,rice,rei,
2019-08-04,74,ger,rice,rei,
2019-08-11,72,ger,rice,rei,
2019-08-18,67,ger,rice,rei,
2019-08-25,66,ger,rice,rei,
2019-09-01,69,ger,rice,rei,
2019-09-08,69,ger,rice,rei,
2019-09-15,69,ger,rice,rei,
2019-09-22,66,ger,rice,rei,
2019-09-29,69,ger,rice,rei,
2019-10-06,71,ger,rice,rei,
2019-10-13,75,ger,rice,rei,
2019-10-20,74,ger,rice,rei,
2019-10-27,73,ger,rice,rei,
2019-11-03,72,ger,rice,rei,7.0
2019-11-10,73,ger,rice,rei,5.0
2019-11-17,76,ger,rice,rei,11.0
2019-11-24,68,ger,rice,rei,6.0
2019-12-01,65,ger,rice,rei,8.0
2019-12-08,74,ger,rice,rei,13.0
2019-12-15,63,ger,rice,rei,6.0
2019-12-22,65,ger,rice,rei,9.0
2019-12-29,89,ger,rice,rei,7.0
2020-01-05,95,ger,rice,rei,8.0
2020-01-12,94,ger,rice,rei,11.0
2020-01-19,100,ger,rice,rei,17.0
2020-01-26,90,ger,rice,rei,11.0
2020-02-02,88,ger,rice,rei,9.0
2020-02-09,88,ger,rice,rei,9.0
2020-02-16,82,ger,rice,rei,8.0
2020-02-23,92,ger,rice,rei,21.0
2020-03-01,92,ger,rice,rei,13.0
2020-03-08,91,ger,rice,rei,12.0
2020-03-15,82,ger,rice,rei,5.0
2020-03-22,96,ger,rice,rei,24.0
2020-03-29,99,ger,rice,rei,31.0
2020-04-05,94,ger,rice,rei,25.0
2020-04-12,90,ger,rice,rei,22.0
2020-04-19,91,ger,rice,rei,33.0
2020-04-26,100,ger,rice,rei,29.0
2020-05-03,97,ger,rice,rei,25.0
2020-05-10,92,ger,rice,rei,26.0
2020-05-17,86,ger,rice,rei,14.0
2020-05-24,87,ger,rice,rei,23.0
2020-05-31,83,ger,rice,rei,17.0
2020-06-07,92,ger,rice,rei,32.0
2020-06-14,92,ger,rice,rei,28.0
2020-06-21,81,ger,rice,rei,24.0
2020-06-28,83,ger,rice,rei,21.0
2020-07-05,90,ger,rice,rei,26.0
2020-07-12,87,ger,rice,rei,22.0
2020-07-19,86,ger,rice,rei,21.0
2020-07-26,82,ger,rice,rei,11.0
2020-08-02,84,ger,rice,rei,10.0
2020-08-09,80,ger,rice,rei,8.0
2020-08-16,89,ger,rice,rei,22.0
2020-08-23,88,ger,rice,rei,22.0
2020-08-30,86,ger,rice,rei,17.0
2020-09-06,81,ger,rice,rei,12.0
2020-09-13,84,ger,rice,rei,15.0
2020-09-20,83,ger,rice,rei,17.0
2020-09-27,79,ger,rice,rei,10.0
2020-10-04,81,ger,rice,rei,10.0
2020-10-11,85,ger,rice,rei,10.0
2020-10-18,88,ger,rice,rei,14.0
2020-10-25,82,ger,rice,rei,9.0
2020-11-01,80,ger,rice,rei,8.0
2018-11-04,40,ger,takeaway,takeaway,
2018-11-11,47,ger,takeaway,takeaway,
2018-11-18,45,ger,takeaway,takeaway,
2018-11-25,37,ger,takeaway,takeaway,
2018-12-02,32,ger,takeaway,takeaway,
2018-12-09,25,ger,takeaway,takeaway,
2018-12-16,27,ger,takeaway,takeaway,
2018-12-23,50,ger,takeaway,takeaway,
2018-12-30,42,ger,takeaway,takeaway,
2019-01-06,24,ger,takeaway,takeaway,
2019-01-13,28,ger,takeaway,takeaway,
2019-01-20,28,ger,takeaway,takeaway,
2019-01-27,37,ger,takeaway,takeaway,
2019-02-03,40,ger,takeaway,takeaway,
2019-02-10,50,ger,takeaway,takeaway,
2019-02-17,41,ger,takeaway,takeaway,
2019-02-24,43,ger,takeaway,takeaway,
2019-03-03,43,ger,takeaway,takeaway,
2019-03-10,42,ger,takeaway,takeaway,
2019-03-17,27,ger,takeaway,takeaway,
2019-03-24,29,ger,takeaway,takeaway,
2019-03-31,28,ger,takeaway,takeaway,
2019-04-07,51,ger,takeaway,takeaway,
2019-04-14,45,ger,takeaway,takeaway,
2019-04-21,39,ger,takeaway,takeaway,
2019-04-28,44,ger,takeaway,takeaway,
2019-05-05,44,ger,takeaway,takeaway,
2019-05-12,32,ger,takeaway,takeaway,
2019-05-19,29,ger,takeaway,takeaway,
2019-05-26,37,ger,takeaway,takeaway,
2019-06-02,38,ger,takeaway,takeaway,
2019-06-09,37,ger,takeaway,takeaway,
2019-06-16,38,ger,takeaway,takeaway,
2019-06-23,26,ger,takeaway,takeaway,
2019-06-30,32,ger,takeaway,takeaway,
2019-07-07,52,ger,takeaway,takeaway,
2019-07-14,40,ger,takeaway,takeaway,
2019-07-21,61,ger,takeaway,takeaway,
2019-07-28,58,ger,takeaway,takeaway,
2019-08-04,40,ger,takeaway,takeaway,
2019-08-11,73,ger,takeaway,takeaway,
2019-08-18,55,ger,takeaway,takeaway,
2019-08-25,53,ger,takeaway,takeaway,
2019-09-01,50,ger,takeaway,takeaway,
2019-09-08,40,ger,takeaway,takeaway,
2019-09-15,50,ger,takeaway,takeaway,
2019-09-22,51,ger,takeaway,takeaway,
2019-09-29,48,ger,takeaway,takeaway,
2019-10-06,48,ger,takeaway,takeaway,
2019-10-13,42,ger,takeaway,takeaway,
2019-10-20,51,ger,takeaway,takeaway,
2019-10-27,50,ger,takeaway,takeaway,
2019-11-03,43,ger,takeaway,takeaway,3.0
2019-11-10,50,ger,takeaway,takeaway,3.0
2019-11-17,33,ger,takeaway,takeaway,-12.0
2019-11-24,26,ger,takeaway,takeaway,-11.0
2019-12-01,39,ger,takeaway,takeaway,7.0
2019-12-08,43,ger,takeaway,takeaway,18.0
2019-12-15,44,ger,takeaway,takeaway,17.0
2019-12-22,28,ger,takeaway,takeaway,-22.0
2019-12-29,48,ger,takeaway,takeaway,6.0
2020-01-05,33,ger,takeaway,takeaway,9.0
2020-01-12,40,ger,takeaway,takeaway,12.0
2020-01-19,33,ger,takeaway,takeaway,5.0
2020-01-26,43,ger,takeaway,takeaway,6.0
2020-02-02,35,ger,takeaway,takeaway,-5.0
2020-02-09,29,ger,takeaway,takeaway,-21.0
2020-02-16,45,ger,takeaway,takeaway,4.0
2020-02-23,34,ger,takeaway,takeaway,-9.0
2020-03-01,30,ger,takeaway,takeaway,-13.0
2020-03-08,24,ger,takeaway,takeaway,-18.0
2020-03-15,64,ger,takeaway,takeaway,37.0
2020-03-22,91,ger,takeaway,takeaway,62.0
2020-03-29,84,ger,takeaway,takeaway,56.0
2020-04-05,86,ger,takeaway,takeaway,35.0
2020-04-12,96,ger,takeaway,takeaway,51.0
2020-04-19,88,ger,takeaway,takeaway,49.0
2020-04-26,100,ger,takeaway,takeaway,56.0
2020-05-03,84,ger,takeaway,takeaway,40.0
2020-05-10,69,ger,takeaway,takeaway,37.0
2020-05-17,72,ger,takeaway,takeaway,43.0
2020-05-24,56,ger,takeaway,takeaway,19.0
2020-05-31,46,ger,takeaway,takeaway,8.0
2020-06-07,51,ger,takeaway,takeaway,14.0
2020-06-14,37,ger,takeaway,takeaway,-1.0
2020-06-21,40,ger,takeaway,takeaway,14.0
2020-06-28,51,ger,takeaway,takeaway,19.0
2020-07-05,53,ger,takeaway,takeaway,1.0
2020-07-12,46,ger,takeaway,takeaway,6.0
2020-07-19,52,ger,takeaway,takeaway,-9.0
2020-07-26,49,ger,takeaway,takeaway,-9.0
2020-08-02,41,ger,takeaway,takeaway,1.0
2020-08-09,41,ger,takeaway,takeaway,-32.0
2020-08-16,45,ger,takeaway,takeaway,-10.0
2020-08-23,53,ger,takeaway,takeaway,0.0
2020-08-30,38,ger,takeaway,takeaway,-12.0
2020-09-06,38,ger,takeaway,takeaway,-2.0
2020-09-13,44,ger,takeaway,takeaway,-6.0
2020-09-20,51,ger,takeaway,takeaway,0.0
2020-09-27,37,ger,takeaway,takeaway,-11.0
2020-10-04,31,ger,takeaway,takeaway,-17.0
2020-10-11,39,ger,takeaway,takeaway,-3.0
2020-10-18,44,ger,takeaway,takeaway,-7.0
2020-10-25,45,ger,takeaway,takeaway,-5.0
2020-11-01,91,ger,takeaway,takeaway,48.0
2018-11-04,85,ger,to-go,to-go,
2018-11-11,84,ger,to-go,to-go,
2018-11-18,83,ger,to-go,to-go,
2018-11-25,85,ger,to-go,to-go,
2018-12-02,82,ger,to-go,to-go,
2018-12-09,79,ger,to-go,to-go,
2018-12-16,70,ger,to-go,to-go,
2018-12-23,76,ger,to-go,to-go,
2018-12-30,77,ger,to-go,to-go,
2019-01-06,83,ger,to-go,to-go,
2019-01-13,80,ger,to-go,to-go,
2019-01-20,76,ger,to-go,to-go,
2019-01-27,74,ger,to-go,to-go,
2019-02-03,77,ger,to-go,to-go,
2019-02-10,82,ger,to-go,to-go,
2019-02-17,92,ger,to-go,to-go,
2019-02-24,75,ger,to-go,to-go,
2019-03-03,74,ger,to-go,to-go,
2019-03-10,76,ger,to-go,to-go,
2019-03-17,81,ger,to-go,to-go,
2019-03-24,79,ger,to-go,to-go,
2019-03-31,82,ger,to-go,to-go,
2019-04-07,83,ger,to-go,to-go,
2019-04-14,83,ger,to-go,to-go,
2019-04-21,87,ger,to-go,to-go,
2019-04-28,93,ger,to-go,to-go,
2019-05-05,79,ger,to-go,to-go,
2019-05-12,82,ger,to-go,to-go,
2019-05-19,77,ger,to-go,to-go,
2019-05-26,79,ger,to-go,to-go,
2019-06-02,76,ger,to-go,to-go,
2019-06-09,76,ger,to-go,to-go,
2019-06-16,80,ger,to-go,to-go,
2019-06-23,83,ger,to-go,to-go,
2019-06-30,80,ger,to-go,to-go,
2019-07-07,80,ger,to-go,to-go,
2019-07-14,82,ger,to-go,to-go,
2019-07-21,89,ger,to-go,to-go,
2019-07-28,77,ger,to-go,to-go,
2019-08-04,79,ger,to-go,to-go,
2019-08-11,80,ger,to-go,to-go,
2019-08-18,76,ger,to-go,to-go,
2019-08-25,76,ger,to-go,to-go,
2019-09-01,84,ger,to-go,to-go,
2019-09-08,78,ger,to-go,to-go,
2019-09-15,81,ger,to-go,to-go,
2019-09-22,83,ger,to-go,to-go,
2019-09-29,80,ger,to-go,to-go,
2019-10-06,83,ger,to-go,to-go,
2019-10-13,81,ger,to-go,to-go,
2019-10-20,83,ger,to-go,to-go,
2019-10-27,80,ger,to-go,to-go,
2019-11-03,76,ger,to-go,to-go,-9.0
2019-11-10,74,ger,to-go,to-go,-10.0
2019-11-17,79,ger,to-go,to-go,-4.0
2019-11-24,76,ger,to-go,to-go,-9.0
2019-12-01,74,ger,to-go,to-go,-8.0
2019-12-08,80,ger,to-go,to-go,1.0
2019-12-15,72,ger,to-go,to-go,2.0
2019-12-22,78,ger,to-go,to-go,2.0
2019-12-29,70,ger,to-go,to-go,-7.0
2020-01-05,78,ger,to-go,to-go,-5.0
2020-01-12,78,ger,to-go,to-go,-2.0
2020-01-19,85,ger,to-go,to-go,9.0
2020-01-26,69,ger,to-go,to-go,-5.0
2020-02-02,71,ger,to-go,to-go,-6.0
2020-02-09,71,ger,to-go,to-go,-11.0
2020-02-16,72,ger,to-go,to-go,-20.0
2020-02-23,71,ger,to-go,to-go,-4.0
2020-03-01,77,ger,to-go,to-go,3.0
2020-03-08,69,ger,to-go,to-go,-7.0
2020-03-15,72,ger,to-go,to-go,-9.0
2020-03-22,83,ger,to-go,to-go,4.0
2020-03-29,100,ger,to-go,to-go,18.0
2020-04-05,89,ger,to-go,to-go,6.0
2020-04-12,92,ger,to-go,to-go,9.0
2020-04-19,97,ger,to-go,to-go,10.0
2020-04-26,97,ger,to-go,to-go,4.0
2020-05-03,99,ger,to-go,to-go,20.0
2020-05-10,93,ger,to-go,to-go,11.0
2020-05-17,91,ger,to-go,to-go,14.0
2020-05-24,82,ger,to-go,to-go,3.0
2020-05-31,83,ger,to-go,to-go,7.0
2020-06-07,86,ger,to-go,to-go,10.0
2020-06-14,85,ger,to-go,to-go,5.0
2020-06-21,86,ger,to-go,to-go,3.0
2020-06-28,84,ger,to-go,to-go,4.0
2020-07-05,84,ger,to-go,to-go,4.0
2020-07-12,87,ger,to-go,to-go,5.0
2020-07-19,88,ger,to-go,to-go,-1.0
2020-07-26,82,ger,to-go,to-go,5.0
2020-08-02,84,ger,to-go,to-go,5.0
2020-08-09,90,ger,to-go,to-go,10.0
2020-08-16,84,ger,to-go,to-go,8.0
2020-08-23,86,ger,to-go,to-go,10.0
2020-08-30,79,ger,to-go,to-go,-5.0
2020-09-06,84,ger,to-go,to-go,6.0
2020-09-13,75,ger,to-go,to-go,-6.0
2020-09-20,72,ger,to-go,to-go,-11.0
2020-09-27,80,ger,to-go,to-go,0.0
2020-10-04,76,ger,to-go,to-go,-7.0
2020-10-11,70,ger,to-go,to-go,-11.0
2020-10-18,73,ger,to-go,to-go,-10.0
2020-10-25,80,ger,to-go,to-go,0.0
2020-11-01,100,ger,to-go,to-go,24.0
2018-11-04,49,nl,baking,bakken,
2018-11-11,47,nl,baking,bakken,
2018-11-18,48,nl,baking,bakken,
2018-11-25,54,nl,baking,bakken,
2018-12-02,44,nl,baking,bakken,
2018-12-09,53,nl,baking,bakken,
2018-12-16,60,nl,baking,bakken,
2018-12-23,100,nl,baking,bakken,
2018-12-30,72,nl,baking,bakken,
2019-01-06,49,nl,baking,bakken,
2019-01-13,48,nl,baking,bakken,
2019-01-20,49,nl,baking,bakken,
2019-01-27,53,nl,baking,bakken,
2019-02-03,53,nl,baking,bakken,
2019-02-10,44,nl,baking,bakken,
2019-02-17,45,nl,baking,bakken,
2019-02-24,42,nl,baking,bakken,
2019-03-03,47,nl,baking,bakken,
2019-03-10,49,nl,baking,bakken,
2019-03-17,40,nl,baking,bakken,
2019-03-24,43,nl,baking,bakken,
2019-03-31,42,nl,baking,bakken,
2019-04-07,38,nl,baking,bakken,
2019-04-14,42,nl,baking,bakken,
2019-04-21,36,nl,baking,bakken,
2019-04-28,44,nl,baking,bakken,
2019-05-05,42,nl,baking,bakken,
2019-05-12,35,nl,baking,bakken,
2019-05-19,35,nl,baking,bakken,
2019-05-26,40,nl,baking,bakken,
2019-06-02,40,nl,baking,bakken,
2019-06-09,43,nl,baking,bakken,
2019-06-16,33,nl,baking,bakken,
2019-06-23,28,nl,baking,bakken,
2019-06-30,33,nl,baking,bakken,
2019-07-07,40,nl,baking,bakken,
2019-07-14,39,nl,baking,bakken,
2019-07-21,30,nl,baking,bakken,
2019-07-28,38,nl,baking,bakken,
2019-08-04,36,nl,baking,bakken,
2019-08-11,45,nl,baking,bakken,
2019-08-18,43,nl,baking,bakken,
2019-08-25,37,nl,baking,bakken,
2019-09-01,37,nl,baking,bakken,
2019-09-08,39,nl,baking,bakken,
2019-09-15,37,nl,baking,bakken,
2019-09-22,44,nl,baking,bakken,
2019-09-29,43,nl,baking,bakken,
2019-10-06,42,nl,baking,bakken,
2019-10-13,47,nl,baking,bakken,
2019-10-20,47,nl,baking,bakken,
2019-10-27,46,nl,baking,bakken,
2019-11-03,48,nl,baking,bakken,-1.0
2019-11-10,45,nl,baking,bakken,-2.0
2019-11-17,51,nl,baking,bakken,3.0
2019-11-24,46,nl,baking,bakken,-8.0
2019-12-01,51,nl,baking,bakken,7.0
2019-12-08,48,nl,baking,bakken,-5.0
2019-12-15,57,nl,baking,bakken,-3.0
2019-12-22,98,nl,baking,bakken,-2.0
2019-12-29,80,nl,baking,bakken,8.0
2020-01-05,52,nl,baking,bakken,3.0
2020-01-12,52,nl,baking,bakken,4.0
2020-01-19,50,nl,baking,bakken,1.0
2020-01-26,53,nl,baking,bakken,0.0
2020-02-02,53,nl,baking,bakken,0.0
2020-02-09,53,nl,baking,bakken,9.0
2020-02-16,49,nl,baking,bakken,4.0
2020-02-23,49,nl,baking,bakken,7.0
2020-03-01,46,nl,baking,bakken,-1.0
2020-03-08,51,nl,baking,bakken,2.0
2020-03-15,75,nl,baking,bakken,35.0
2020-03-22,83,nl,baking,bakken,40.0
2020-03-29,87,nl,baking,bakken,45.0
2020-04-05,80,nl,baking,bakken,42.0
2020-04-12,77,nl,baking,bakken,35.0
2020-04-19,67,nl,baking,bakken,31.0
2020-04-26,86,nl,baking,bakken,42.0
2020-05-03,70,nl,baking,bakken,28.0
2020-05-10,62,nl,baking,bakken,27.0
2020-05-17,64,nl,baking,bakken,29.0
2020-05-24,53,nl,baking,bakken,13.0
2020-05-31,52,nl,baking,bakken,12.0
2020-06-07,53,nl,baking,bakken,10.0
2020-06-14,48,nl,baking,bakken,15.0
2020-06-21,40,nl,baking,bakken,12.0
2020-06-28,45,nl,baking,bakken,12.0
2020-07-05,55,nl,baking,bakken,15.0
2020-07-12,49,nl,baking,bakken,10.0
2020-07-19,53,nl,baking,bakken,23.0
2020-07-26,47,nl,baking,bakken,9.0
2020-08-02,46,nl,baking,bakken,10.0
2020-08-09,42,nl,baking,bakken,-3.0
2020-08-16,49,nl,baking,bakken,6.0
2020-08-23,55,nl,baking,bakken,18.0
2020-08-30,49,nl,baking,bakken,12.0
2020-09-06,52,nl,baking,bakken,13.0
